comuna,municipio,edad,sexo,máximo_nivel_educativo_alcanzado,grupo_poblacional,tipo_de_contrato,profesión_u_ocupación,salario,cargo_solicitado,nivel_del_cargo,No_días_del_registro_hasta_contratación,No_días_de_la_postulación_hasta_contratación,No_días_del_empleador_en_cubrir_vacante
99,bello,27,masculino,ninguno,ninguno,obra o labor,pilero,781244,pilero,operativo,31,34,31.0
3,medellin,44,masculino,ninguno,ninguno,obra o labor,encargado de obra,900000,encargado de obra,operativo,31,34,31.0
5,medellin,36,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781244,ayudante de construccion,operativo,16,75,63.0
5,medellin,26,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781244,ayudante de construccion,operativo,68,75,63.0
99,itagüi,34,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781244,ayudante de construccion,operativo,75,75,63.0
99,bello,20,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781244,ayudante de construccion,operativo,75,75,63.0
9,medellin,35,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781244,ayudante de construccion,operativo,75,75,63.0
60,medellin,41,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781244,ayudante de construccion,operativo,75,75,63.0
5,medellin,43,masculino,ninguno,ninguno,obra o labor,encargado de obra,781244,encargado de obra,operativo,10,1,15.0
5,medellin,25,masculino,ninguno,ninguno,obra o labor,oficial de obra,781244,oficial de obra,operativo,10,1,15.0
5,medellin,23,masculino,ninguno,ninguno,obra o labor,auxiliar de obra,781244,auxiliar de obra,operativo,10,1,15.0
5,medellin,32,masculino,ninguno,ninguno,obra o labor,auxiliar de obra,781244,auxiliar de obra,operativo,10,1,15.0
5,medellin,23,masculino,ninguno,ninguno,obra o labor,oficial de obra,781244,oficial de obra,operativo,10,1,15.0
5,medellin,20,masculino,ninguno,ninguno,obra o labor,auxiliar de obra,781244,auxiliar de obra,operativo,10,1,15.0
7,robledo,35,masculino,secundaria,ninguno,termino indefinido,secundaria,781400,lavador de carros y motos en seco,operativo,3,3,6.0
99,itagui,28,masculino,tecnológico,ninguno,termino indefinido,secundaria,1200000,promotor inmobiliario,administrativo,436,4,15.0
5,medellin,26,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de obra,operativo,171,70,30.0
5,medellin,41,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de obra,operativo,97,70,30.0
99,copacabana,31,femenino,técnico,ninguno,termino indefinido,tecnica contabilidad laboral,1350000,auxiliar contable,administrativo,131,7,11.0
99,copacabana,33,masculino,bachiller,ninguno,termino fijo,auxiliar de almacén y bodega,820841,ayudante de distribución,operativo,611,1,8.0
10,prado centro,24,masculino,técnico,ninguno,termino indefinido,técnico laboral en criminalística,850000,auxiliar operativo  seguros,administrativo,17,8,13.0
99,envigado,24,masculino,secundaria,ninguno,termino indefinido,bachiller academico,900000,asesor servicio al cliente contact center,operativo,1225,7,20.0
14,medellín,20,femenino,técnico,ninguno,termino indefinido,técnica en sistemas,900000,asesor servicio al cliente contact center,operativo,946,7,20.0
4,medellín,24,masculino,técnico,ninguno,termino indefinido,técnico administrativo en salud,900000,asesor servicio al cliente contact center,operativo,888,7,20.0
99,bello,24,femenino,profesional,ninguno,termino indefinido,administrador de empresas,900000,asesor servicio al cliente contact center,operativo,672,7,20.0
7,medellín,23,femenino,técnico,ninguno,termino indefinido,técnico administrativo en salud,900000,asesor servicio al cliente contact center,operativo,597,7,20.0
4,medellín,21,femenino,técnico,ninguno,termino indefinido,técnica en seguridad y salud en el trabajo,900000,asesor servicio al cliente contact center,operativo,399,7,20.0
99,bello,33,femenino,técnico,ninguno,termino indefinido,técnico en administración y finanzas,900000,asesor servicio al cliente contact center,operativo,314,7,20.0
2,medellín,21,femenino,técnico,ninguno,termino indefinido,técnico en desarrollo del sofware,900000,asesor servicio al cliente contact center,operativo,233,7,20.0
4,medellín,34,femenino,tecnológico,ninguno,termino indefinido,tecnólogo en administración,900000,asesor servicio al cliente contact center,operativo,89,7,20.0
60,medellín,21,femenino,técnico,ninguno,termino indefinido,técnico en sistemas de información,900000,asesor comercial contact center,operativo,439,7,20.0
6,medellín,22,femenino,tecnológico,ninguno,termino indefinido,tecnologa en gestión empresarial,900000,asesor comercial contact center,operativo,93,7,20.0
2,medellin,26,femenino,técnico,ninguno,fijo,tecnico en recurso humano,781242,asesor call center,operativo,513,27,27.0
3,medellin,32,femenino,técnico,ninguno,fijo,hoteleria y turismo,781242,asesor call center,operativo,82,18,20.0
13,medellin,25,masculino,tecnológico,ninguno,fijo,gestión administrativa,781242,asesor call center,operativo,74,25,27.0
12,medellin,20,masculino,secundaria,ninguno,fijo,vendedor,781242,asesor call center,operativo,16,15,13.0
9,medellin,27,femenino,secundaria,ninguno,fijo,servicio al cliente,781242,asesor call center,operativo,217,17,19.0
15,medellin,25,femenino,tecnológico,ninguno,fijo,administracion de aduanas,781242,asesor call center,operativo,82,48,53.0
16,la estrella,21,femenino,secundaria,ninguno,fijo,asesora comercial,781242,asesor call center,operativo,127,10,12.0
99,medellin,21,femenino,secundaria,ninguno,fijo,mesera,781242,asesor call center,operativo,19,15,17.0
99,sabaneta,23,femenino,técnico,ninguno,fijo,logistica empresarial,781242,asesor call center,operativo,928,15,17.0
10,medellin,19,femenino,técnico,ninguno,fijo,mercadeo,781242,asesor call center,operativo,489,17,19.0
99,envigado,31,femenino,secundaria,ninguno,fijo,asesora comercial,781242,asesor call center,operativo,105,14,16.0
8,medellin,23,masculino,secundaria,ninguno,fijo,asesor,781242,asesor call center,operativo,217,17,19.0
8,medellin,26,femenino,técnico,ninguno,fijo,secreatariado auxiliar,781242,asesor call center,operativo,218,19,21.0
7,medellin,20,masculino,secundaria,ninguno,fijo,servicio al cliente,781242,asesor call center,operativo,618,20,22.0
1,medellin,19,masculino,secundaria,ninguno,fijo,estudiante,781242,operario de planta,operativo,24,16,21.0
1,medellin,22,femenino,secundaria,ninguno,fijo,vendedora,781242,operario de planta,operativo,24,16,21.0
14,medellín,35,femenino,profesional,ninguno,termino indefinido,administradora de negocios,2500000,analista de crédito y cobranza,administrativo,67,70,77.0
99,itagui,23,femenino,profesional,ninguno,termino indefinido,administradora de empresas,2500000,analista de crédito y cobranza,administrativo,69,70,77.0
3,medellín,28,femenino,secundaria,ninguno,termino indefinido,bachiller,800000,cobrador motorizado,operativo,48,11,25.0
13,medellín,36,femenino,secundaria,ninguno,termino indefinido,bachiller,781242,oficios varios,operativo,390,2,33.0
99,bello,19,femenino,secundaria,ninguno,termino indefinido,bachiller,781242,aprendiz sena,administrativo,44,27,31.0
11,medellin,38,femenino,profesional,ninguno,termino indefinido,comunicador social - periodista,1200000,traductor de textos,técnico,81,12,15.0
7,medellin,20,masculino,tecnológico,ninguno,termino indefinido,tecnologia en desarrollo grafico de proyectos,1200000,diseñador web,técnico,81,12,15.0
11,medellin,21,masculino,operario planta,ninguno,termino fijo,bachiller,781242,operario planta,operativo,81,12,15.0
99,envigado,23,femenino,asesora comercial,ninguno,termino fijo,bachiller,781242,asesora comercial,operativo,81,12,15.0
99,envigado,43,femenino,profesional,ninguno,termino fijo,ingeniera quimica,1200000,traductor de textos,técnico,81,12,15.0
1,medellin,23,femenino,técnico,ninguno,termino indefinido,atencion integral a la primera infancia,781242,ayudante de produccion cocina,operativo,81,68,68.0
8,medellin,36,femenino,secundaria,afrodescendientes,termino indefinido,oficios varios,781242,ayudante de produccion cocina,operativo,81,1,1.0
6,medellín,38,femenino,técnico,ninguno,termino indefinido,tecnico,781242,asesor servicio al cliente contact center,operativo,81,12,15.0
3,medellín,25,femenino,tecnológico,ninguno,termino indefinido,tecnologa en administracion empresarial,781242,asesor servicio al cliente contact center,operativo,81,12,15.0
99,caldas,26,femenino,secundaria,ninguno,termino indefinido,bachiller,781242,asesor servicio al cliente contact center,operativo,81,12,15.0
13,medellín,22,femenino,tecnológico,ninguno,termino indefinido,tecnología en informática musical,781242,asesor servicio al cliente contact center,operativo,81,12,15.0
99,bello,26,femenino,profesional,ninguno,termino indefinido,ingeniero industrial,781242,asesor servicio al cliente contact center,operativo,81,12,15.0
99,itagüí,25,femenino,técnico,ninguno,termino indefinido,tecnica en recursos humanos,781242,asesor servicio al cliente contact center,operativo,81,12,15.0
99,bello,28,femenino,tecnológico,ninguno,termino indefinido,tecnológica gestión administrativa en salud,781242,asesor servicio al cliente contact center,operativo,81,12,15.0
8,medellín,19,femenino,técnico,ninguno,termino indefinido,tecnica en asesoria comercial y operaciones financieras,781242,asesor servicio al cliente contact center,operativo,81,12,15.0
99,envigado,27,femenino,técnico,ninguno,termino indefinido,tecnica gestion comercial,781242,asesor servicio al cliente contact center,operativo,81,12,15.0
9,medellín,28,femenino,técnico,ninguno,termino indefinido,tecnica en auxiliar de enfermeria,781242,asesor servicio al cliente contact center,operativo,81,12,15.0
99,itagüí,23,femenino,tecnológico,ninguno,termino indefinido,tecnologo en gestion del talento humano,781242,asesor servicio al cliente contact center,operativo,81,12,15.0
16,medellín,24,femenino,secundaria,ninguno,termino indefinido,bachiller,781242,asesor servicio al cliente contact center,operativo,81,12,15.0
16,medellín,26,femenino,tecnologo de telecomunicaciones,ninguno,termino indefinido,tecnologo de telecomunicaciones,781242,asesor servicio al cliente contact center,operativo,81,12,15.0
16,medellín,28,femenino,secundaria,ninguno,termino indefinido,bachiller,781242,asesor servicio al cliente contact center,operativo,49,12,15.0
12,medellín,23,femenino,profesional,ninguno,termino indefinido,licenciado en comunicación social,781242,asesor comercial contact center,operativo,81,12,15.0
16,medellín,31,femenino,profesional,ninguno,termino indefinido,admnistradora financiera,781242,asesor comercial contact center,operativo,81,12,15.0
8,no dato,36,femenino,secundaria,ninguno,termino fijo,ayudante de jardinería,900000,ayudante de jardinería,operativo,1779,1,1.0
6,no dato,32,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,900000,ayudante de jardinería,operativo,1581,1,1.0
6,no dato,34,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,900000,ayudante de jardinería,operativo,1075,1,1.0
6,no dato,22,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,900000,ayudante de jardinería,operativo,526,1,1.0
10,no dato,39,femenino,secundaria,ninguno,termino fijo,ayudante de jardinería,900000,ayudante de jardinería,operativo,2,1,1.0
4,no dato,51,femenino,secundaria,ninguno,termino fijo,ayudante de jardinería,900000,ayudante de jardinería,operativo,10,1,1.0
10,no dato,23,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,900000,ayudante de jardinería,operativo,10,1,1.0
8,no dato,60,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,900000,ayudante de jardinería,operativo,10,1,1.0
70,no dato,21,femenino,secundaria,ninguno,termino fijo,ayudante de jardinería,900000,ayudante de jardinería,operativo,2,1,1.0
7,no dato,32,femenino,secundaria,ninguno,termino fijo,ayudante de jardinería,900000,ayudante de jardinería,operativo,2,1,1.0
1,no dato,23,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,900000,ayudante de jardinería,operativo,2,1,1.0
10,no dato,47,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,900000,ayudante de jardinería,operativo,2,1,1.0
10,no dato,36,masculino,secundaria,ninguno,termino indefinido,operario de lavanderia,900000,operario de lavanderia,operativo,1781,1,3.0
11,no dato,24,femenino,secundaria,ninguno,termino indefinido,operario de lavanderia,900000,operario de lavanderia,operativo,112,1,3.0
5,no dato,25,masculino,secundaria,ninguno,termino indefinido,operario de lavanderia,900000,operario de lavanderia,operativo,112,1,3.0
10,no dato,25,masculino,secundaria,ninguno,termino indefinido,operario de lavanderia,900000,operario de lavanderia,operativo,112,1,3.0
10,no dato,25,masculino,secundaria,ninguno,termino indefinido,operario de lavanderia,900000,operario de lavanderia,operativo,112,1,3.0
10,no dato,25,masculino,secundaria,ninguno,termino indefinido,operario de lavanderia,900000,operario de lavanderia,operativo,112,1,3.0
10,no dato,25,femenino,secundaria,ninguno,termino indefinido,operario de lavanderia,900000,operario de lavanderia,operativo,112,1,3.0
10,no dato,24,masculino,secundaria,ninguno,termino indefinido,operario de lavanderia,900000,operario de lavanderia,operativo,112,1,3.0
10,no dato,56,femenino,secundaria,ninguno,termino indefinido,operario de lavanderia,900000,operario de lavanderia,operativo,112,1,3.0
10,no dato,58,masculino,secundaria,ninguno,termino indefinido,operario de lavanderia,900000,operario de lavanderia,operativo,112,1,3.0
10,no dato,48,masculino,secundaria,ninguno,termino indefinido,operario de lavanderia,900000,operario de lavanderia,operativo,112,1,3.0
10,no dato,33,masculino,secundaria,ninguno,termino indefinido,operario de lavanderia,900000,operario de lavanderia,operativo,112,1,3.0
10,no dato,33,femenino,secundaria,ninguno,termino indefinido,operario de lavanderia,900000,operario de lavanderia,operativo,112,1,3.0
99,itagui,23,femenino,técnico,ninguno,termino indefinido,técnica en administración de empresas,781400,aprendiz administrativo,administrativo,214,13,12.0
99,copacabana,37,masculino,secundaria,ninguno,termino indefinido,asesor comercial externo,781242,asesor comercial externo,comercial,10,1,1.0
13,medellin,25,masculino,técnico,ninguno,obra o labor,técnico laboral en electricidad,781242,ayudante de construccion,operativo,22,70,1.0
10,medellin,35,femenino,ninguno,ninguno,obra o labor,no aplica,781242,ayudante de construccion,operativo,22,70,1.0
11,medellin,22,masculino,secundaria,ninguno,obra o labor,bachiller academico,781242,almacenista,operativo,7,70,32.0
8,medellin,21,masculino,secundaria,ninguno,obra o labor,bachiller academico,781242,ayudante de construccion,operativo,624,70,32.0
8,medellin,42,masculino,primaria,ninguno,obra o labor,basica primaria,781242,ayudante de construccion,operativo,85,70,32.0
3,medellin,27,masculino,secundaria,ninguno,obra o labor,bachiller academico,781242,ayudante de construccion,operativo,23,70,32.0
6,medellin,29,masculino,primaria,ninguno,obra o labor,basica primaria,781242,ayudante de construccion,operativo,23,70,32.0
9,medellin,25,masculino,primaria,ninguno,obra o labor,basica primaria,781242,ayudante de construccion,operativo,23,70,32.0
8,medellin,34,masculino,secundaria,ninguno,obra o labor,bachiller academico,781242,ayudante de construccion,operativo,23,70,32.0
99,bello,33,masculino,secundaria,ninguno,obra o labor,bachiller academico,781242,ayudante de construccion,operativo,23,70,32.0
8,medellin,21,masculino,secundaria,ninguno,obra o labor,bachiller academico,781242,ayudante de construccion,operativo,7,70,32.0
8,medellin,26,masculino,primaria,ninguno,obra o labor,basica primaria,781242,ayudante de construccion,operativo,7,70,32.0
9,medellin,25,masculino,ninguno,ninguno,obra o labor,no aplica,781242,ayudante de construccion,operativo,2,70,32.0
3,medellin,34,masculino,ninguno,ninguno,obra o labor,no aplica,781242,ayudante de construccion,operativo,2,70,32.0
7,medellin,32,masculino,ninguno,ninguno,obra o labor,no aplica,781242,ayudante de construccion,operativo,2,70,32.0
7,medellin,31,masculino,ninguno,ninguno,obra o labor,no aplica,781242,ayudante de construccion,operativo,2,70,32.0
