comuna,municipio,edad,sexo,máximo_nivel_educativo_alcanzado,grupo_poblacional,tipo_de_contrato,profesión_u_ocupación,salario,cargo_solicitado,nivel_del_cargo,No_días_del_registro_hasta_contratación,No_días_de_la_postulación_hasta_contratación,No_días_del_empleador_en_cubrir_vacante
99,bello,30,masculino,técnico,ninguno,termino indefinido,almacenista,$781.242 - $1.200.000,almacenista de obra,operativo,30,1,1.0
99,bello,44,masculino,secundaria,ninguno,termino indefinido,almacenista,$781.242 - $1.200.000,almacenista de obra,operativo,808,1,1.0
10,medellin,23,masculino,tecnológico,ninguno,termino indefinido,auxiliar tic,$781.242 - $1.200.000,analista de tecnologia,técnico,577,1,1.0
10,medellin,54,masculino,profesional,ninguno,termino indefinido,arquitecto,$3.000.000 - $6.000.000,arquitecto,técnico,946,1,1.0
9,medellin,33,femenino,secundaria,ninguno,termino indefinido,auxiliar administrativo,$781.242 - $1.200.000,auxiliar administrativo,administrativo,242,1,1.0
16,medellin,29,masculino,especialización,ninguno,termino indefinido,ingeniero ambiental,$2.000.000 - $4.000.000,auxiliar ambiental,técnico,424,1,1.0
99,girardota,30,femenino,tecnico,ninguno,termino indefinido,auxiliar contable,$781.242 - $1.200.000,auxiliar contable,administrativo,1377,1,1.0
5,medellin,28,masculino,tecnológico,ninguno,termino indefinido,auxiliar de laboratorio,$1.500.000 - $3.000.000,auxiliar de laboratorio,técnico,688,1,1.0
60,medellin,54,masculino,tecnológico,ninguno,termino indefinido,auxiliar de laboratorio,$1.500.000 - $3.000.000,auxiliar de laboratorio,técnico,255,1,1.0
5,medellin,37,masculino,tecnológico,ninguno,termino indefinido,auxiliar de laboratorio,$1.500.000 - $3.000.000,auxiliar de laboratorio,técnico,158,1,1.0
14,medellin,26,femenino,profesional,ninguno,termino indefinido,asistente de gerencia,$1.500.000 - $3.000.000,auxiliar de personal,administrativo,910,1,1.0
5,medellin,35,femenino,tecnológico,ninguno,termino indefinido,tecnologa de gestion humana,$1.500.000 - $3.000.000,auxiliar de personal,administrativo,42,1,1.0
16,medellin,57,masculino,tecnológico,ninguno,termino indefinido,tecnologo en sg-sst,$1.500.000 - $3.000.000,auxiliar siso,técnico,711,1,1.0
12,medellin,36,masculino,profesional,ninguno,termino indefinido,psicologo,$2.000.000 - $4.000.000,auxiliar social,técnico,468,1,1.0
5,medellin,26,femenino,profesional,ninguno,termino indefinido,psicologo,$2.000.000 - $4.000.000,auxiliar social,técnico,1676,1,1.0
15,medellin,36,masculino,secundaria,ninguno,termino indefinido,auxililiar electrico,781242,auxililiar electrico,operativo,603,1,1.0
10,medellin,60,masculino,ninguno,ninguno,termino indefinido,ayudante ambiental,781242,auxiliar ambiental,operativo,435,1,1.0
4,medellin,36,masculino,primaria,ninguno,termino indefinido,ayudante ambiental,781242,auxiliar ambiental,operativo,302,1,1.0
9,medellin,24,masculino,ninguno,ninguno,termino indefinido,ayudante ambiental,781242,auxiliar ambiental,operativo,25,1,1.0
13,medellin,38,masculino,secundaria,ninguno,termino indefinido,ayudante ambiental,781242,auxiliar ambiental,operativo,206,1,1.0
99,bello,30,masculino,primaria,ninguno,termino indefinido,ayudante ambiental,781242,auxiliar ambiental,operativo,119,1,1.0
99,bello,33,masculino,secundaria,ninguno,termino indefinido,ayudante ambiental,781242,auxiliar ambiental,operativo,130,1,1.0
99,bello,29,masculino,secundaria,ninguno,termino indefinido,servicios generales,781242,brigadista de trafico,operativo,126,1,1.0
99,itagui,55,masculino,primaria,ninguno,termino indefinido,auxiliar ambiental,781242,brigadista de trafico,operativo,1015,1,1.0
99,girardota,33,masculino,profesional,ninguno,termino indefinido,comunicador social,$3.000.000 - $6.000.000,comunicador,técnico,623,1,1.0
99,envigado,40,masculino,secundaria,ninguno,termino indefinido,conductor,$781.242 - $1.200.000,conductor,operativo,532,1,1.0
7,medellin,40,masculino,secundaria,ninguno,termino indefinido,conductor,$781.242 - $1.200.000,conductor,operativo,739,1,1.0
12,medellin,35,masculino,tecnológico,ninguno,termino indefinido,conductor,$781.242 - $1.200.000,conductor,operativo,121,1,1.0
15,medellin,30,masculino,ninguno,ninguno,termino indefinido,controlador vial,781242,controlador vial,operativo,1256,1,1.0
8,medellin,59,masculino,secundaria,ninguno,termino indefinido,controlador vial,781242,controlador vial,operativo,1368,1,1.0
1,medellin,26,masculino,tecnico,ninguno,termino indefinido,auxiliar metalmecanico,$781.242 - $1.200.000,herramientero,operativo,330,1,15.0
99,bello,31,masculino,especialización,ninguno,termino indefinido,ingeniero civil,$2.000.000 - $4.000.000,ingeniero auxiliar,técnico,522,1,15.0
99,bello,31,masculino,profesional,ninguno,termino indefinido,ingeniero civil,$2.000.000 - $4.000.000,ingeniero auxiliar,técnico,689,1,15.0
99,bello,30,femenino,especialización,ninguno,termino indefinido,ingeniero civil,$2.000.000 - $4.000.000,ingeniero auxiliar,técnico,235,1,15.0
99,bello,26,femenino,profesional,ninguno,termino indefinido,ingeniero civil,$2.000.000 - $4.000.000,ingeniero auxiliar,técnico,396,1,15.0
11,medellin,31,masculino,especialización,ninguno,termino indefinido,especialista en vias terrestres,$2.000.000 - $4.000.000,ingeniero de costos,técnico,689,1,15.0
11,medellin,33,masculino,profesional,ninguno,termino indefinido,ingeniero en transportes y vías,$2.000.000 - $4.000.000,ingeniero de transito,técnico,1404,1,15.0
1,medellin,26,masculino,profesional,ninguno,termino indefinido,inspector de obra,$1.500.000 - $3.000.000,inspector de obra,técnico,441,1,15.0
11,medellin,40,masculino,secundaria,ninguno,termino indefinido,inspector de obra,$1.500.000 - $3.000.000,inspector de obra,técnico,624,1,15.0
99,envigado,30,masculino,profesional,ninguno,termino indefinido,jefe de compras,$1.500.000 - $3.000.000,jefe de compras,administrativo,1418,1,15.0
13,medellin,38,masculino,ninguno,ninguno,termino indefinido,maestro de obra,$781.242 - $1.200.000,maestro de obra,operativo,254,1,15.0
60,medellin,38,masculino,tecnico,ninguno,termino indefinido,maestro de obra,$781.242 - $1.200.000,maestro de obra,operativo,682,1,15.0
2,medellin,39,masculino,secundaria,ninguno,termino indefinido,oficial de construcción,$781.242 - $1.200.000,oficial de construcción,operativo,270,1,15.0
7,medellin,58,masculino,primaria,ninguno,termino indefinido,oficial de construcción,$781.242 - $1.200.000,oficial de construcción,operativo,339,1,15.0
16,medellin,29,masculino,ninguno,ninguno,termino indefinido,oficial de construcción,$781.242 - $1.200.000,oficial de construcción,operativo,919,1,15.0
8,medellin,26,masculino,secundaria,ninguno,termino indefinido,oficial de construcción,$781.242 - $1.200.000,oficial de construcción,operativo,178,1,15.0
11,medellin,40,masculino,primaria,ninguno,termino indefinido,oficial de construcción,$781.242 - $1.200.000,oficial de construcción,operativo,11,1,15.0
3,medellin,29,masculino,secundaria,ninguno,termino indefinido,oficial de construcción,$781.242 - $1.200.000,oficial de construcción,operativo,22,1,15.0
99,bello,58,masculino,ninguno,ninguno,termino indefinido,oficial de construcción,$781.242 - $1.200.000,oficial de construcción,operativo,688,1,15.0
9,medellin,58,masculino,secundaria,ninguno,termino indefinido,oficial electrico,$781.242 - $1.200.000,oficial electrico,operativo,274,1,15.0
9,medellin,31,masculino,tecnológico,ninguno,termino indefinido,tecnologo en electronica,$1.500.000 - $3.000.000,operador de maquinaria amarilla,operativo,112,1,15.0
99,sabaneta,36,masculino,profesional,ninguno,termino indefinido,residente de obra,$2.000.000 - $4.000.000,residente de obra,técnico,1470,1,15.0
99,envigado,28,femenino,tecnico,ninguno,termino indefinido,secretaria,$781.242 - $1.200.000,secretaria,administrativo,1696,1,15.0
5,medellin,43,femenino,secundaria,ninguno,termino indefinido,servicios generales,781242,servicios generales,operativo,422,1,15.0
16,medellin,57,femenino,secundaria,ninguno,termino indefinido,servicios generales,781242,servicios generales,operativo,632,1,15.0
2,medellin,28,femenino,secundaria,ninguno,termino indefinido,servicios generales,781242,servicios generales,operativo,284,1,15.0
10,medellin,26,masculino,tecnológico,ninguno,termino indefinido,tecnologo en construcciones civiles,$1.500.000 - $3.000.000,auxiliar de laboratorio,técnico,942,1,15.0
3,medellin,39,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construccion,operativo,728,1,15.0
8,medellin,36,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construccion,operativo,1111,1,15.0
16,medellin,24,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construccion,operativo,102,1,15.0
1,medellin,44,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construccion,operativo,112,1,15.0
8,medellin,46,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construccion,operativo,82,1,15.0
4,medellin,26,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construccion,operativo,174,1,15.0
13,medellin,26,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construccion,operativo,95,1,15.0
13,medellin,55,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construccion,operativo,789,1,15.0
1,medellin,42,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construccion,operativo,89,1,15.0
7,medellin,46,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construccion,operativo,174,1,15.0
13,medellin,31,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construccion,operativo,174,1,15.0
16,medellin,29,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construccion,operativo,89,1,15.0
11,medellin,29,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construccion,operativo,89,1,15.0
2,medellin,30,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construccion,operativo,89,1,15.0
8,medellin,29,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construccion,operativo,111,1,15.0
9,medellin,39,masculino,profesional,ninguno,obra o labor,director de obra,3800000,director de obra,administrativo,593,1,15.0
16,medellin,59,masculino,secundaria,ninguno,obra o labor,encargado,900000,encargado,técnico,102,1,15.0
9,medellin,47,masculino,secundaria,ninguno,obra o labor,encargado,900000,encargado,técnico,97,1,15.0
99,bello,25,femenino,especialización,ninguno,obra o labor,ingeniera civil,2200000,ingeniera civil,técnico,760,1,15.0
3,medellin,54,masculino,secundaria,ninguno,obra o labor,oficial construccion,1400000,oficial construccion,operativo,102,1,15.0
8,medellin,42,masculino,secundaria,ninguno,obra o labor,oficial construccion,1400000,oficial construccion,operativo,994,1,15.0
13,medellin,51,masculino,primaria,ninguno,obra o labor,oficial construccion,1400000,oficial construccion,operativo,152,1,15.0
3,medellin,39,masculino,secundaria,ninguno,obra o labor,operador  cortadora,900000,operador  cortadora,operativo,80,1,15.0
16,medellin,22,masculino,secundaria,ninguno,obra o labor,operador bocat,900000,operador bocat,operativo,276,1,15.0
8,medellin,56,masculino,primaria,ninguno,obra o labor,plomero,900000,plomero,operativo,174,1,15.0
99,itagui,38,masculino,profesional,ninguno,obra o labor,residente de obra,2200000,residente de obra,técnico,207,1,15.0
12,medellin,32,femenino,profesional,ninguno,obra o labor,residente social,2200000,residente social,técnico,112,1,15.0
99,rionegro,36,masculino,profesional,ninguno,obra o labor,tecnologo civil,1500000,tecnologo civil,técnico,112,1,15.0
99,bello,28,masculino,tecnológico,ninguno,obra o labor,topografo,2200000,topografo,técnico,692,1,15.0
99,itagui,24,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,272,1,15.0
99,bello,25,femenino,profesional,ninguno,obra o labor,ingeniera ambiental,2200000,ingeniera ambiental,operativo,489,1,15.0
99,bello,35,femenino,profesional,ninguno,obra o labor,ingeniera ambiental,2200000,ingeniera ambiental,operativo,1660,1,15.0
8,medellin,57,masculino,primaria,ninguno,obra o labor,oficial construccion,1400000,oficial construccion,operativo,95,1,15.0
8,medellin,28,masculino,secundaria,ninguno,obra o labor,oficial construccion,1400000,oficial construccion,operativo,125,1,15.0
8,medellin,34,masculino,primaria,ninguno,obra o labor,oficial construccion,1400000,oficial construccion,operativo,21,1,15.0
8,medellin,56,masculino,primaria,ninguno,obra o labor,oficial construccion,1400000,oficial construccion,operativo,349,1,15.0
99,bello,34,femenino,profesional,ninguno,obra o labor,residente social,2200000,residente social,operativo,731,1,15.0
16,medellin,35,masculino,tecnologo,ninguno,obra o labor,tecnico en salud ocupacional,2200000,tecnico en salud ocupacional,operativo,46,1,15.0
12,medellin,33,masculino,tecnologo,ninguno,obra o labor,tecnologo en construcción,2500000,tecnologo en construcción,operativo,250,1,15.0
99,envigado,29,femenino,profesional,ninguno,obra o labor,administradora,2000000,administradora,administrativo,598,1,15.0
99,bello,35,femenino,tecnologo,ninguno,obra o labor,aux topografo,1200000,aux topografo,operativo,598,1,15.0
8,medellin,25,femenino,bachiller,ninguno,obra o labor,administración,900000,administración,administrativo,1418,1,15.0
8,medellin,30,femenino,bachiller,ninguno,obra o labor,auxiliar de transito,781242,auxiliar de transito,operativo,1001,1,15.0
99,itagui,50,masculino,tecnologo,ninguno,obra o labor,auxiliar de transito,781242,auxiliar de transito,operativo,1034,1,15.0
7,medellin,45,femenino,ninguno,ninguno,obra o labor,auxiliar de transito,781242,auxiliar de transito,operativo,181,1,15.0
99,bello,31,masculino,ninguno,ninguno,obra o labor,jardinero,781242,ambiental,operativo,25,1,15.0
99,bello,36,masculino,técnico,ninguno,obra o labor,oficial construccion,1300000,oficial construccion,operativo,6,1,15.0
8,medellin,55,masculino,secundaria,ninguno,obra o labor,oficial construccion,1300000,oficial construccion,operativo,611,1,15.0
99,bello,40,femenino,tecnológico,ninguno,obra o labor,tecnólogo construcción,1800000,tecnólogo construcción,operativo,734,1,15.0
12,medellin,30,masculino,tecnológico,ninguno,obra o labor,tecnólogo en gestión ambiental,1200000,almacenista,operativo,348,1,15.0
8,medellin,42,femenino,técnico,ninguno,obra o labor,técnico en formación familiar,781242,ayudante de construcción,operativo,1288,1,15.0
8,medellin,55,masculino,primaria,ninguno,obra o labor,oficial construccion,781242,ayudante de construcción,operativo,42,1,15.0
8,medellin,34,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,42,1,15.0
8,medellin,27,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,42,1,15.0
8,medellin,27,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,8,1,15.0
8,medellin,39,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,1763,1,15.0
8,medellin,23,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,94,1,15.0
8,medellin,28,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,30,1,15.0
8,medellin,47,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,87,1,15.0
99,envigado,27,femenino,tecnico,ninguno,obra o labor,auxiliar sst,1100000,auxiliar sst,administrativo,363,1,15.0
99,bello,18,masculino,bachiller,ninguno,obra o labor,ayudante de construcción,869453,ayudante de construcción,operativo,6,1,15.0
99,bello,35,masculino,bachiller,ninguno,obra o labor,ayudante de construcción,869453,ayudante de construcción,operativo,784,1,15.0
99,bello,34,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,869453,ayudante de construcción,operativo,46,1,15.0
99,la estrella,22,masculino,tecnico,ninguno,obra o labor,ayudante de construcción,869453,ayudante de construcción,operativo,258,1,15.0
99,la estrella,43,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,869453,ayudante de construcción,operativo,14,1,15.0
99,itagui,38,masculino,bachiller,ninguno,obra o labor,ayudante de construcción,869453,ayudante de construcción,operativo,134,1,15.0
5,medellin,58,masculino,bachiller,ninguno,obra o labor,ayudante de construcción,869453,ayudante de construcción,operativo,114,1,15.0
5,medellin,23,masculino,primaria,ninguno,obra o labor,ayudante de construcción,869453,ayudante de construcción,operativo,123,1,15.0
3,medellin,37,masculino,bachiller,ninguno,obra o labor,ayudante de construcción,869453,ayudante de construcción,operativo,691,1,15.0
13,medellin,29,femenino,tecnologia,ninguno,obra o labor,ayudante de construcción,869453,ayudante de construcción,operativo,1100,1,15.0
4,medellin,28,masculino,tecnico,ninguno,obra o labor,ayudante de construcción,869453,ayudante de construcción,operativo,112,1,15.0
9,medellin,30,masculino,universitario,ninguno,obra o labor,oficial construccion,900000,oficial construccion,operativo,232,1,15.0
5,medellin,29,masculino,primaria,ninguno,obra o labor,oficial construccion,900000,oficial construccion,operativo,33,1,15.0
4,medellin,31,masculino,bachiller,ninguno,obra o labor,oficial construccion,869453,oficial construccion,operativo,1219,1,15.0
4,medellin,21,femenino,tecnológico,ninguno,obra o labor,coordinador sst,1350000,coordinador sst,operativo,50,1,15.0
5,medellin,31,masculino,secundaria,ninguno,obra o labor,encargado de obra,782000,encargado de obra,operativo,491,1,15.0
99,rionegro,22,masculino,secundaria,ninguno,obra o labor,ayudante de obra,782000,ayudante de obra,operativo,983,1,15.0
99,la ceja,21,masculino,secundaria,ninguno,obra o labor,ayudante de obra,782000,ayudante de obra,operativo,23,1,15.0
13,medellin,24,masculino,secundaria,ninguno,obra o labor,vigilante,782000,vigilante,operativo,501,1,15.0
7,medellin,35,masculino,secundaria,ninguno,obra o labor,auxiliar de transito,782000,auxiliar de transito,operativo,784,1,15.0
99,caldas,28,femenino,secundaria,ninguno,obra o labor,auxiliar de transito,782000,auxiliar de transito,operativo,957,1,15.0
8,medellin,42,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,782000,ayudante de construccion,operativo,596,1,15.0
7,medellin,36,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,782000,ayudante de construccion,operativo,14,1,15.0
13,medellin,28,masculino,secundaria,ninguno,obra o labor,ayudante de construccion,782000,ayudante de construccion,operativo,957,1,15.0
4,medellin,45,masculino,secundaria,ninguno,obra o labor,ayudante de construccion,782000,ayudante de construccion,operativo,902,1,15.0
2,medellin,41,masculino,secundaria,ninguno,obra o labor,ayudante de construccion,782000,ayudante de construccion,operativo,824,1,15.0
3,medellin,45,masculino,secundaria,ninguno,obra o labor,ayudante de construccion,782000,ayudante de construccion,operativo,881,1,15.0
4,medellin,39,masculino,secundaria,ninguno,obra o labor,ayudante de construccion,782000,ayudante de construccion,operativo,922,1,15.0
4,medellin,43,masculino,secundaria,ninguno,obra o labor,ayudante de construccion,782000,ayudante de construccion,operativo,791,1,15.0
99,copacabana,41,masculino,bachiller,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,1140,1,15.0
5,medellin,29,femenino,bachiller,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,417,1,15.0
70,medellin,29,masculino,primaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,166,1,15.0
8,medellin,18,masculino,bachiller,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,13,1,15.0
8,medellin,27,masculino,primaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,1741,1,15.0
13,medellin,21,masculino,bachiller,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,751,1,15.0
7,medellin,60,masculino,primaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,77,1,15.0
99,copacabana,50,masculino,primaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,62,1,15.0
99,bello,58,masculino,primaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,107,1,15.0
16,medellin,55,masculino,primaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,174,1,15.0
5,medellin,64,masculino,primaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,20,1,15.0
99,copacabana,30,masculino,bachiller,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,1609,1,15.0
13,medellin,59,masculino,bachiller,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,680,1,15.0
99,barbosa,28,masculino,secundaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,49,1,15.0
70,medellin,27,masculino,bachiller,ninguno,obra o labor,ayudante de construccion,781242,ayudante de construccion,operativo,12,1,15.0
8,medellin,29,femenino,tecnológico,ninguno,obra o labor,tecnologo en salud ocupacional,1400000,tecnologo en salud ocupacioanl,técnico,112,1,15.0
99,bello,26,femenino,profesional,ninguno,obra o labor,trabajadora social,2200000,profesional en trabajo social,técnico,1071,1,15.0
99,copacabana,35,masculino,tecnológico,ninguno,obra o labor,almacenista,1200000,almacenista de obra,operativo,1709,1,15.0
3,medellin,34,masculino,secundaria,ninguno,obra o labor,auxiliar de transito,781242,auxiliar de transito,operativo,18,1,15.0
8,medellin,53,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,97,1,15.0
50,medellin,22,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,36,1,1.0
99,envigado,54,masculino,profesional,ninguno,obra o labor,ingeniero civil,4000000,ingeniero civil,técnico,349,1,15.0
99,rionegro,34,masculino,especialización,ninguno,obra o labor,ingeniero civil,3000000,ingeniero civil,técnico,27,4,4.0
15,medellin,28,femenino,tecnológico,ninguno,obra o labor,tecnologo en salud ocupacional,1800000,tecnologo en salud ocupacioanl,técnico,1222,1,15.0
16,medellin,33,masculino,profesional,ninguno,obra o labor,ingeniero civil,2400000,ingeniero civil,técnico,234,1,15.0
9,medellin,44,femenino,especialización,ninguno,obra o labor,profesional social,3400000,profesional en trabajo social,técnico,815,1,15.0
13,medellin,23,femenino,tecnológico,ninguno,obra o labor,tecnologo en salud ocupacional,2400000,tecnologo en salud ocupacioanl,técnico,187,1,15.0
99,bello,57,masculino,primaria,ninguno,obra o labor,oficial de construcción,1200000,oficial de construcción,operativo,10,1,15.0
2,medellin,29,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,869453,ayudante de construcción,operativo,1167,1,15.0
4,medellin,57,masculino,secundaria,ninguno,obra o labor,oficial de construcción,900000,oficial construcción,operativo,453,1,15.0
16,medellin,34,masculino,secundaria,ninguno,obra o labor,oficial de construcción,900000,oficial de construcción,operativo,417,1,15.0
2,medellin,23,masculino,primaria,ninguno,obra o labor,ayudante de construcción,869453,operadores,operativo,66,1,15.0
99,bello,19,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,869453,ayudante de construcción,operativo,133,1,15.0
8,medellin,26,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,869453,ayudante de construcción,operativo,287,1,15.0
1,medellin,44,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,869453,ayudante de construcción,operativo,1680,1,15.0
5,medellin,30,masculino,primaria,ninguno,obra o labor,ayudante de construcción,869453,ayudante de construcción,operativo,174,1,15.0
99,rionegro,37,masculino,secundaria,ninguno,obra o labor,oficial de construcción,869453,ayudante de construcción,operativo,237,1,15.0
99,bello,24,femenino,tecnológico,ninguno,obra o labor,tecnológico,1200000,coordinador sst,operativo,249,1,15.0
99,bello,44,masculino,secundaria,ninguno,obra o labor,secundaria,900000,oficial construcción,operativo,710,1,15.0
6,medellin,52,masculino,ninguno,ninguno,obra o labor,oficial construcción,900000,oficial construcción,operativo,59,1,15.0
8,medellin,60,masculino,ninguno,ninguno,obra o labor,oficial construcción,900000,oficial construcción,operativo,30,1,15.0
5,medellin,47,masculino,secundaria,ninguno,obra o labor,oficial construcción,900000,oficial construcción,operativo,147,1,15.0
99,bello,35,masculino,técnico,ninguno,obra o labor,oficial construcción,900000,oficial construcción,operativo,1707,1,15.0
13,medellin,31,masculino,secundaria,ninguno,obra o labor,operario,900000,operadores,operativo,147,1,15.0
1,medellin,24,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,197,1,15.0
3,medellin,57,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,197,1,15.0
8,medellin,32,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,197,1,15.0
8,medellin,24,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,197,1,15.0
8,medellin,42,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,197,1,15.0
8,medellin,29,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,197,1,15.0
8,medellin,27,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,197,1,15.0
9,medellin,33,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,197,1,15.0
16,medellin,39,masculino,profesional,ninguno,obra o labor,residente social,3000000,residente social,administrativo,197,1,15.0
10,medellin,24,masculino,profesiona,ninguno,obra o labor,ingeniero,3000000,ingeniero,administrativo,197,1,15.0
11,medellin,33,femenino,profesional,ninguno,obra o labor,ingeniero,3000000,ingeniero,administrativo,197,1,15.0
16,medellin,24,masculino,primaria,ninguno,obra o labor,ayudante de construcción,900000,ayudante de construcción,operativo,35,1,15.0
8,medellin,31,masculino,primaria,ninguno,obra o labor,ayudante de construcción,900000,ayudante de construcción,operativo,35,1,15.0
99,bello ant,42,masculino,primaria,ninguno,obra o labor,ayudante de construcción,900000,ayudante de construcción,operativo,35,1,15.0
1,medellin,27,femenino,primaria,ninguno,obra o labor,ayudante de construcción,900000,ayudante de construcción,operativo,35,1,15.0
9,medellin,34,masculino,primaria,ninguno,obra o labor,ayudante de construcción,900000,ayudante de construcción,operativo,35,1,15.0
60,medellin,52,masculino,primaria,ninguno,obra o labor,ayudante de construcción,900000,ayudante de construcción,operativo,35,1,15.0
9,medellin,24,masculino,primaria,ninguno,obra o labor,ayudante de construcción,900000,ayudante de construcción,operativo,35,1,15.0
10,medellin,29,masculino,primaria,ninguno,obra o labor,ayudante de construcción,900000,ayudante de construcción,operativo,35,1,15.0
9,medellin,45,masculino,primaria,ninguno,obra o labor,ayudante de construcción,900000,ayudante de construcción,operativo,35,1,15.0
1,medellin,27,masculino,primaria,ninguno,obra o labor,ayudante de construcción,900000,ayudante de construcción,operativo,35,1,15.0
99,bello ant,43,masculino,primaria,ninguno,obra o labor,ayudante de construcción,900000,ayudante de construcción,operativo,35,1,15.0
14,medellin,38,masculino,especializacion,ninguno,obra o labor,ingeniero ambiental,3700000,ingeniero ambiental,administrativo,222,1,15.0
99,bello ant,55,masculino,profesional,ninguno,obra o labor,arquitecto constructor,3800000,arquitecto constructor,técnico,40,1,15.0
7,medellin,30,masculino,secundaria,ninguno,obra o labor,almacenista,1600000,almacenista,operativo,27,1,15.0
6,medellin,31,femenino,tecnologo_a,ninguno,obra o labor,auxiliar de almacen,950000,auxiliar de almacen,operativo,1316,1,15.0
4,medellin,25,femenino,secundaria,ninguno,obra o labor,auxiliar de aseo y mantenimiento,781242,auxiliar de aseo y mantenimiento,operativo,40,1,15.0
9,medellin,33,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,925,1,15.0
1,medellin,23,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,40,1,15.0
13,medellin,26,masculino,secundaria,ninguno,obra o labor,auxiliar vial,781242,auxiliar vial,operativo,133,1,15.0
2,medellin,20,femenino,secundaria,ninguno,obra o labor,auxiliar vial,781242,auxiliar vial,operativo,369,1,15.0
8,medellin,30,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,100,1,15.0
6,medellin,27,masculino,profesional,ninguno,obra o labor,ingeniero residente,3400000,ingeniero residente,técnico,28,1,15.0
